index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,genre_split,country
1,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],,tt0075314,8.3,795222.0,crime,US
1,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],,tt0075314,8.3,795222.0,drama,US
2,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],,tt0071853,8.2,530877.0,comedy,GB
2,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],,tt0071853,8.2,530877.0,fantasy,GB
3,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],,tt0079470,8.0,392419.0,comedy,GB
4,tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],['US'],,tt0070047,8.1,391942.0,horror,US
6,tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],,tt0066999,7.7,153463.0,thriller,US
6,tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],,tt0066999,7.7,153463.0,crime,US
6,tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],,tt0066999,7.7,153463.0,action,US
7,tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",['US'],,tt0058385,7.8,94121.0,drama,US
7,tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",['US'],,tt0058385,7.8,94121.0,music,US
7,tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",['US'],,tt0058385,7.8,94121.0,romance,US
7,tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",['US'],,tt0058385,7.8,94121.0,family,US
8,tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",['US'],,tt0080453,5.8,69053.0,romance,US
8,tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",['US'],,tt0080453,5.8,69053.0,drama,US
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],,tt0061418,7.7,111189.0,drama,US
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],,tt0061418,7.7,111189.0,crime,US
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],,tt0061418,7.7,111189.0,action,US
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16168.0,western,US
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16168.0,action,US
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16168.0,european,US
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",,tt0054953,7.5,50150.0,war,US
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",,tt0054953,7.5,50150.0,war,GB
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",,tt0054953,7.5,50150.0,action,US
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",,tt0054953,7.5,50150.0,action,GB
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",,tt0054953,7.5,50150.0,drama,US
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']","['US', 'GB']",,tt0054953,7.5,50150.0,drama,GB
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],,tt0079833,7.6,30277.0,comedy,JP
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],,tt0079833,7.6,30277.0,animation,JP
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],,tt0079833,7.6,30277.0,action,JP
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],,tt0079833,7.6,30277.0,fantasy,JP
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],,tt0079833,7.6,30277.0,family,JP
13,tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141.0,comedy,US
13,tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141.0,documentation,US
14,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],,tt0081071,6.9,11329.0,western,US
14,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],,tt0081071,6.9,11329.0,crime,US
15,tm16479,White Christmas,MOVIE,1954,,115,"['romance', 'comedy', 'music']",['US'],,tt0047673,7.5,42373.0,romance,US
15,tm16479,White Christmas,MOVIE,1954,,115,"['romance', 'comedy', 'music']",['US'],,tt0047673,7.5,42373.0,comedy,US
15,tm16479,White Christmas,MOVIE,1954,,115,"['romance', 'comedy', 'music']",['US'],,tt0047673,7.5,42373.0,music,US
16,tm135083,Cairo Station,MOVIE,1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4385.0,drama,EG
16,tm135083,Cairo Station,MOVIE,1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4385.0,crime,EG
16,tm135083,Cairo Station,MOVIE,1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4385.0,comedy,EG
17,tm14491,The Queen,MOVIE,1968,,68,['documentation'],['US'],,tt0183686,7.2,1117.0,documentation,US
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",['DE'],,tt0191182,7.5,2416.0,documentation,DE
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",['DE'],,tt0191182,7.5,2416.0,history,DE
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",['DE'],,tt0191182,7.5,2416.0,european,DE
19,tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],,tt0068562,6.2,411.0,comedy,US
19,tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],,tt0068562,6.2,411.0,documentation,US
19,tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],,tt0068562,6.2,411.0,music,US
20,tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],,tt0057357,7.6,2470.0,drama,EG
20,tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],,tt0057357,7.6,2470.0,war,EG
20,tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],,tt0057357,7.6,2470.0,action,EG
20,tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],,tt0057357,7.6,2470.0,history,EG
20,tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],,tt0057357,7.6,2470.0,romance,EG
21,tm356209,Singapore,MOVIE,1960,,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,82.0,drama,IN
21,tm356209,Singapore,MOVIE,1960,,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,82.0,thriller,IN
21,tm356209,Singapore,MOVIE,1960,,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,82.0,crime,IN
22,tm204541,Dark Waters,MOVIE,1956,,120,"['drama', 'action', 'romance', 'thriller']",['EG'],,tt0049761,6.7,590.0,drama,EG
22,tm204541,Dark Waters,MOVIE,1956,,120,"['drama', 'action', 'romance', 'thriller']",['EG'],,tt0049761,6.7,590.0,action,EG
22,tm204541,Dark Waters,MOVIE,1956,,120,"['drama', 'action', 'romance', 'thriller']",['EG'],,tt0049761,6.7,590.0,romance,EG
22,tm204541,Dark Waters,MOVIE,1956,,120,"['drama', 'action', 'romance', 'thriller']",['EG'],,tt0049761,6.7,590.0,thriller,EG
23,tm14350,Alexandria… Why?,MOVIE,1979,,133,['drama'],['EG'],,tt0077751,7.2,1689.0,drama,EG
24,tm102287,Raya and Sakina,MOVIE,1953,,105,"['drama', 'thriller', 'crime', 'history']",['EG'],,tt0316472,6.8,231.0,drama,EG
24,tm102287,Raya and Sakina,MOVIE,1953,,105,"['drama', 'thriller', 'crime', 'history']",['EG'],,tt0316472,6.8,231.0,thriller,EG
24,tm102287,Raya and Sakina,MOVIE,1953,,105,"['drama', 'thriller', 'crime', 'history']",['EG'],,tt0316472,6.8,231.0,crime,EG
24,tm102287,Raya and Sakina,MOVIE,1953,,105,"['drama', 'thriller', 'crime', 'history']",['EG'],,tt0316472,6.8,231.0,history,EG
25,tm76557,No Longer Kids,MOVIE,1979,,235,"['comedy', 'drama']",['EG'],,tt8312792,9.0,943.0,comedy,EG
25,tm76557,No Longer Kids,MOVIE,1979,,235,"['comedy', 'drama']",['EG'],,tt8312792,9.0,943.0,drama,EG
26,tm71909,Amrapali,MOVIE,1966,,120,['fantasy'],['IN'],,tt0060104,6.7,225.0,fantasy,IN
27,tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],,tt0080653,2.1,25.0,drama,IN
27,tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],,tt0080653,2.1,25.0,comedy,IN
27,tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],,tt0080653,2.1,25.0,romance,IN
27,tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],,tt0080653,2.1,25.0,action,IN
27,tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],,tt0080653,2.1,25.0,crime,IN
28,tm19608,The Blazing Sun,MOVIE,1954,,100,"['romance', 'crime', 'drama']",['EG'],,tt0044429,7.4,1219.0,romance,EG
28,tm19608,The Blazing Sun,MOVIE,1954,,100,"['romance', 'crime', 'drama']",['EG'],,tt0044429,7.4,1219.0,crime,EG
28,tm19608,The Blazing Sun,MOVIE,1954,,100,"['romance', 'crime', 'drama']",['EG'],,tt0044429,7.4,1219.0,drama,EG
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,768.0,drama,DZ
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,768.0,drama,EG
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,768.0,crime,DZ
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,768.0,crime,EG
31,tm75975,Prince,MOVIE,1969,,152,['romance'],['IN'],,tt0064842,6.9,168.0,romance,IN
35,tm107372,Manoranjan,MOVIE,1974,,162,"['comedy', 'drama', 'romance']",['IN'],,tt0071811,6.5,236.0,comedy,IN
35,tm107372,Manoranjan,MOVIE,1974,,162,"['comedy', 'drama', 'romance']",['IN'],,tt0071811,6.5,236.0,drama,IN
35,tm107372,Manoranjan,MOVIE,1974,,162,"['comedy', 'drama', 'romance']",['IN'],,tt0071811,6.5,236.0,romance,IN
36,tm200475,"Beirut, Oh Beirut",MOVIE,1975,,110,['drama'],['LB'],,tt0169599,6.5,106.0,drama,LB
37,tm259855,We Are All for the Fatherland,MOVIE,1979,,74,['documentation'],"['FR', 'LB', 'CA']",,tt0170799,6.2,43.0,documentation,FR
37,tm259855,We Are All for the Fatherland,MOVIE,1979,,74,['documentation'],"['FR', 'LB', 'CA']",,tt0170799,6.2,43.0,documentation,LB
37,tm259855,We Are All for the Fatherland,MOVIE,1979,,74,['documentation'],"['FR', 'LB', 'CA']",,tt0170799,6.2,43.0,documentation,CA
38,tm259684,Whispers,MOVIE,1980,,93,['documentation'],"['FR', 'LB', 'CA']",,tt0170803,7.8,75.0,documentation,FR
38,tm259684,Whispers,MOVIE,1980,,93,['documentation'],"['FR', 'LB', 'CA']",,tt0170803,7.8,75.0,documentation,LB
38,tm259684,Whispers,MOVIE,1980,,93,['documentation'],"['FR', 'LB', 'CA']",,tt0170803,7.8,75.0,documentation,CA
39,tm344089,Lal Patthar,MOVIE,1971,,153,['drama'],['IN'],,tt0237395,6.2,137.0,drama,IN
40,tm358653,Ujala,MOVIE,1959,,142,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.7,78.0,romance,IN
40,tm358653,Ujala,MOVIE,1959,,142,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.7,78.0,crime,IN
40,tm358653,Ujala,MOVIE,1959,,142,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.7,78.0,drama,IN
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,drama,IN
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,drama,SU
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,action,IN
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,action,SU
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,romance,IN
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,romance,SU
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,family,IN
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,family,SU
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,fantasy,IN
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",,tt0079749,6.2,555.0,fantasy,SU
42,tm10204,Professor,MOVIE,1962,,163,"['romance', 'comedy', 'drama']",['IN'],,tt0056379,6.8,285.0,romance,IN
42,tm10204,Professor,MOVIE,1962,,163,"['romance', 'comedy', 'drama']",['IN'],,tt0056379,6.8,285.0,comedy,IN
42,tm10204,Professor,MOVIE,1962,,163,"['romance', 'comedy', 'drama']",['IN'],,tt0056379,6.8,285.0,drama,IN
43,tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,,135,['romance'],['IN'],,tt3290368,4.6,14.0,romance,IN
44,tm16812,Bandie,MOVIE,1978,,141,"['drama', 'romance', 'action']",['IN'],,tt1219315,4.2,35.0,drama,IN
44,tm16812,Bandie,MOVIE,1978,,141,"['drama', 'romance', 'action']",['IN'],,tt1219315,4.2,35.0,romance,IN
44,tm16812,Bandie,MOVIE,1978,,141,"['drama', 'romance', 'action']",['IN'],,tt1219315,4.2,35.0,action,IN
45,tm336403,Khoon Khoon,MOVIE,1973,,131,"['drama', 'crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,drama,IN
45,tm336403,Khoon Khoon,MOVIE,1973,,131,"['drama', 'crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,crime,IN
45,tm336403,Khoon Khoon,MOVIE,1973,,131,"['drama', 'crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,thriller,IN
46,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],,tt0092099,6.9,329656.0,drama,US
46,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],,tt0092099,6.9,329656.0,action,US
48,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],,tt0092005,8.1,392790.0,drama,US
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",,tt0087843,8.3,342335.0,drama,US
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",,tt0087843,8.3,342335.0,drama,IT
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",,tt0087843,8.3,342335.0,crime,US
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",,tt0087843,8.3,342335.0,crime,IT
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",,tt0087843,8.3,342335.0,european,US
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",,tt0087843,8.3,342335.0,european,IT
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],,tt0098635,7.7,212913.0,romance,US
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],,tt0098635,7.7,212913.0,comedy,US
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],,tt0098635,7.7,212913.0,drama,US
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,scifi,HK
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,scifi,US
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,action,HK
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,action,US
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,comedy,HK
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,comedy,US
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,family,HK
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",,tt0100758,6.7,92647.0,family,US
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",,tt0093058,8.3,723306.0,drama,GB
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",,tt0093058,8.3,723306.0,drama,US
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",,tt0093058,8.3,723306.0,war,GB
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",,tt0093058,8.3,723306.0,war,US
53,tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",['US'],,tt0085333,6.7,80945.0,horror,US
53,tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",['US'],,tt0085333,6.7,80945.0,thriller,US
53,tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",['US'],,tt0085333,6.7,80945.0,european,US
54,tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],,tt0087800,7.4,230543.0,horror,US
56,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],,tt0099077,7.8,137549.0,drama,US
56,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],,tt0099077,7.8,137549.0,european,US
58,tm41289,Annie,MOVIE,1982,PG,127,"['drama', 'family', 'comedy']",['US'],,tt0083564,6.6,44866.0,drama,US
58,tm41289,Annie,MOVIE,1982,PG,127,"['drama', 'family', 'comedy']",['US'],,tt0083564,6.6,44866.0,family,US
58,tm41289,Annie,MOVIE,1982,PG,127,"['drama', 'family', 'comedy']",['US'],,tt0083564,6.6,44866.0,comedy,US
59,tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",['US'],,tt0098084,6.5,102212.0,horror,US
59,tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",['US'],,tt0098084,6.5,102212.0,fantasy,US
59,tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",['US'],,tt0098084,6.5,102212.0,thriller,US
61,tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",['US'],,tt0091939,6.7,14277.0,comedy,US
61,tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",['US'],,tt0091939,6.7,14277.0,romance,US
62,tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,"['comedy', 'documentation']",['US'],,tt0092948,7.6,19646.0,comedy,US
62,tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,"['comedy', 'documentation']",['US'],,tt0092948,7.6,19646.0,documentation,US
63,tm130586,Endless Love,MOVIE,1981,R,116,"['drama', 'romance']",['US'],,tt0082329,4.9,8374.0,drama,US
63,tm130586,Endless Love,MOVIE,1981,R,116,"['drama', 'romance']",['US'],,tt0082329,4.9,8374.0,romance,US
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['scifi', 'drama', 'war', 'animation', 'action']",['JP'],,tt0159510,7.2,1242.0,scifi,JP
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['scifi', 'drama', 'war', 'animation', 'action']",['JP'],,tt0159510,7.2,1242.0,drama,JP
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['scifi', 'drama', 'war', 'animation', 'action']",['JP'],,tt0159510,7.2,1242.0,war,JP
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['scifi', 'drama', 'war', 'animation', 'action']",['JP'],,tt0159510,7.2,1242.0,animation,JP
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['scifi', 'drama', 'war', 'animation', 'action']",['JP'],,tt0159510,7.2,1242.0,action,JP
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,120,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1649.0,scifi,JP
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,120,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1649.0,animation,JP
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,120,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1649.0,action,JP
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,120,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1649.0,drama,JP
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,120,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1649.0,war,JP
70,tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",['US'],,tt0307403,7.2,651.0,comedy,US
70,tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",['US'],,tt0307403,7.2,651.0,documentation,US
71,tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,,30,"['comedy', 'documentation']",['US'],,tt0259057,6.0,353.0,comedy,US
71,tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,,30,"['comedy', 'documentation']",['US'],,tt0259057,6.0,353.0,documentation,US
72,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"['comedy', 'documentation']",['GB'],,tt0084352,7.9,15186.0,comedy,GB
72,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"['comedy', 'documentation']",['GB'],,tt0084352,7.9,15186.0,documentation,GB
73,tm114356,The George McKenna Story,MOVIE,1988,,100,['drama'],['US'],,tt0091106,6.0,901.0,drama,US
74,tm147829,Unspeakable Acts,MOVIE,1990,,100,['drama'],['US'],,tt0100848,6.0,448.0,drama,US
75,tm126769,Waiting for the Hearse,MOVIE,1985,,87,['comedy'],['AR'],,tt0089108,8.0,6285.0,comedy,AR
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159511,7.7,1210.0,animation,JP
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159511,7.7,1210.0,action,JP
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159511,7.7,1210.0,drama,JP
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159511,7.7,1210.0,scifi,JP
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159511,7.7,1210.0,war,JP
77,tm159912,Agneepath,MOVIE,1990,,174,"['action', 'crime', 'drama']",['IN'],,tt0098999,7.6,8902.0,action,IN
77,tm159912,Agneepath,MOVIE,1990,,174,"['action', 'crime', 'drama']",['IN'],,tt0098999,7.6,8902.0,crime,IN
77,tm159912,Agneepath,MOVIE,1990,,174,"['action', 'crime', 'drama']",['IN'],,tt0098999,7.6,8902.0,drama,IN
78,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,,72,['comedy'],['GB'],,tt0213984,8.1,1522.0,comedy,GB
79,tm38736,Too Young The Hero,MOVIE,1988,,100,"['drama', 'war']",['US'],,tt0096286,6.7,494.0,drama,US
79,tm38736,Too Young The Hero,MOVIE,1988,,100,"['drama', 'war']",['US'],,tt0096286,6.7,494.0,war,US
