person_id,name,type,total_votes,average_score,total_numbers
82059,Brittany Oaks,MOVIE,81971.0,4.0,1
82069,Art Garfunkel,MOVIE,950.0,7.5,1
82073,Desi Page,MOVIE,41052.0,6.1,1
82074,Terry Milam,MOVIE,82104.0,6.1,2
82082,Russell G. Jones,MOVIE,383.0,5.8,1
82104,Ben Gluck,MOVIE,14272.0,5.1,1
82108,Kenneth Maharaj,MOVIE,28204.0,6.4,1
82109,Olivia Culpo,MOVIE,7248.0,4.2,1
82122,Tainá Müller,SHOW,3552.0,7.6,1
82131,Luciano Vidigal,MOVIE,1299.0,6.4,1
82138,Álvaro Cervantes,MOVIE,29619.0,6.233333333333333,7
82138,Álvaro Cervantes,SHOW,1737.0,6.949999999999999,3
82140,Nerea Camacho,SHOW,575.0,8.1,1
82141,Marcel Borràs,MOVIE,943.0,6.2,1
82142,Ferran Vilajosana,MOVIE,3106.0,6.2,1
82152,Gail Cronauer,MOVIE,4248.0,4.5,1
82159,Jerry Douglas,MOVIE,1467.0,7.3,1
82188,Olivier Schneider,MOVIE,259696.0,6.8,1
82190,Helen Wiebensohn,MOVIE,259696.0,6.8,1
82191,Adnan Maral,MOVIE,259696.0,6.8,1
82192,Merle Wiebensohn,MOVIE,259696.0,6.8,1
82200,Yuriri Naka,MOVIE,42148.0,4.8,1
82205,Katie Sagona,MOVIE,509331.0,7.2,2
82206,Hallee Hirsh,MOVIE,209258.0,6.7,1
82210,Antonia San Juan,MOVIE,207877.0,7.0,1
82211,Rosa María Sardà,MOVIE,1122.0,4.3,1
82214,Manuel Morón,MOVIE,4872.0,6.7,1
82219,Samuel Marty,MOVIE,154.0,4.6,1
82219,Samuel Marty,SHOW,27.0,7.6,1
82220,Nesta Cooper,MOVIE,126771.0,6.25,2
82220,Nesta Cooper,SHOW,54566.0,8.0,1
82263,John Kahrs,MOVIE,21562.0,6.3,1
82268,Lisa Linder,MOVIE,3468.0,6.8,1
82272,Daniel Cerqueira,MOVIE,1346020.0,8.6,1
82273,David Burke,MOVIE,3542.0,5.6,1
82289,Chaim Girafi,MOVIE,106755.0,6.7,1
82309,Anna Rust,MOVIE,53165.0,6.8,2
82312,Martin Hofmann,MOVIE,42808.0,7.0,1
82329,Nikki Blonsky,MOVIE,128397.0,5.25,2
82330,Taylor Parks,MOVIE,128190.0,6.7,1
82351,Paul Francis,MOVIE,121066.0,6.6,1
82353,Ronee Blakley,MOVIE,237093.0,7.5,2
82354,Mimi Craven,MOVIE,230543.0,7.4,1
82367,Shane Johnson,MOVIE,1346020.0,8.6,1
82372,Flint Beverage,MOVIE,300073.0,7.7,1
82401,Quinton Aaron,MOVIE,325147.0,5.8,2
82406,Choppy Guillotte,MOVIE,1499.0,6.0,1
82415,Paul Simon,MOVIE,950.0,7.5,1
82422,Mary Boylan,MOVIE,391942.0,8.1,1
82426,Bob Maroff,MOVIE,795222.0,8.3,1
82452,Scott McCord,MOVIE,28295.0,5.7,1
82452,Scott McCord,SHOW,11153.0,5.966666666666666,3
82462,Dulé Hill,MOVIE,23531.0,5.6,2
82465,Lewis Fitz-Gerald,SHOW,4772.0,7.2,1
82474,Tree O'Toole,MOVIE,129883.0,6.5,1
82506,Michael Ontkean,MOVIE,200.0,5.6,1
82522,Eve Brenner,MOVIE,54065.0,6.0,1
82565,Darren Richardson,MOVIE,59491.0,5.7,1
82575,Killian Scott,SHOW,8111.0,7.6,1
82576,Ben Peel,MOVIE,100162.0,5.7,2
82577,Yann Demange,SHOW,19684.0,7.6,1
82597,Mina E. Mina,MOVIE,120188.0,5.1,1
82599,Sarah-Jeanne Labrosse,MOVIE,4187.0,6.55,2
82635,Andres Munar,MOVIE,99053.0,6.7,1
82649,Peter Y. Kim,MOVIE,130823.0,7.15,2
82662,Mike Johnson,MOVIE,265023.0,7.3,1
82663,Camille Guaty,MOVIE,24889.0,6.550000000000001,2
82664,Emily Baldoni,MOVIE,61878.0,7.2,1
82666,Frank Spano,MOVIE,3281.0,6.5,1
82682,Lee Joon,SHOW,22396.0,7.366666666666667,3
82689,Deepak Chopra,MOVIE,7578.0,6.8,1
82692,Barnaby Carpenter,MOVIE,7804.0,4.1,1
82693,Isabella Kai,MOVIE,7804.0,4.1,1
82694,Samantha Newark,MOVIE,7804.0,4.1,1
82695,Nathan Moore,MOVIE,7804.0,4.1,2
82698,Quddus,MOVIE,7804.0,4.1,1
82699,Christy Marx,MOVIE,7804.0,4.1,1
82700,Eiza González,MOVIE,160795.0,5.125,4
82700,Eiza González,SHOW,20132.0,6.9,1
82701,Jason Kennedy,MOVIE,11184.0,4.4,2
82702,Justin Alastair,MOVIE,7804.0,4.1,1
82703,Mischke Butler,MOVIE,7804.0,4.1,1
82719,Rupert Holliday-Evans,MOVIE,150.0,6.2,1
82732,Faye Marsay,MOVIE,193208.0,7.4,1
82743,Michael Wozniak,MOVIE,83973.0,6.0,1
82746,David Paetkau,MOVIE,13476.0,5.8,1
82753,Mac Steinmeier,MOVIE,1346020.0,8.6,1
82761,Scott Hunter,MOVIE,116081.0,5.7,2
82762,Armin Rohde,MOVIE,300607.0,5.3,2
82768,Susan Merson,MOVIE,393998.0,6.3,1
82808,Brad Davis,MOVIE,448.0,6.0,1
82815,Leslie David Baker,MOVIE,17650.0,6.7,1
82817,Cody Sullivan,MOVIE,19140.0,5.5,1
82844,Rufus Crawford,MOVIE,42608.0,6.1,1
82847,Alec Stockwell,MOVIE,143899.0,6.5,1
82868,Peter Rnic,MOVIE,215678.0,7.2,1
82880,Donnetta Lavinia Grays,MOVIE,27052.0,6.5,1
82885,Gino Cafarelli,MOVIE,371209.0,7.8,1
82947,Cal Brunker,MOVIE,25639.0,5.8,1
82952,Jeff Perry,MOVIE,118811.0,6.6,1
82952,Jeff Perry,SHOW,54105.0,6.8,1
82953,Jennifer Taylor,MOVIE,177531.0,5.333333333333333,3
82954,Cory Pendergast,MOVIE,118811.0,6.6,1
82955,Ted Bartsch,MOVIE,118811.0,6.6,1
82956,Leonor Anthony,MOVIE,118811.0,6.6,1
82957,Anthony Giaimo,MOVIE,118811.0,6.6,1
82958,Robert Deacon,MOVIE,118811.0,6.6,1
82959,Janet Bushor,MOVIE,118811.0,6.6,1
82960,Manny Suarez,MOVIE,118811.0,6.6,1
82961,Gina LaMarca,MOVIE,118811.0,6.6,1
82962,Nancy Duerr,MOVIE,118811.0,6.6,1
82963,Margo Peace,MOVIE,118811.0,6.6,1
82964,Nelson Oramas,MOVIE,118811.0,6.6,1
82965,Keith Wilson,MOVIE,118811.0,6.6,1
82979,Tim Woodward,MOVIE,175273.0,6.9,1
82994,Xosha Roquemore,MOVIE,149604.0,7.3,1
83004,Moses Storm,MOVIE,110595.0,5.566666666666666,3
83005,Courtney Halverson,MOVIE,73854.0,5.5,1
83006,Mickey River,MOVIE,73854.0,5.5,1
83007,Cal Barnes,MOVIE,73854.0,5.5,1
83008,Matthew Bohrer,MOVIE,73854.0,5.5,1
83009,Christa Hartsock,MOVIE,73854.0,5.5,1
83016,Levan Gabriadze,MOVIE,73854.0,5.5,1
83026,Mae Mercer,MOVIE,153463.0,7.7,1
83027,Lyn Edgington,MOVIE,153463.0,7.7,1
83028,Ruth Kobart,MOVIE,153463.0,7.7,1
83029,William Paterson,MOVIE,153463.0,7.7,1
83030,Jo De Winter,MOVIE,153463.0,7.7,1
83031,Joy Carlin,MOVIE,153463.0,7.7,1
83032,Bill Couch,MOVIE,153463.0,7.7,1
83033,Diana Davidson,MOVIE,153463.0,7.7,1
83034,Chuck Dorsett,MOVIE,153463.0,7.7,1
83035,Al Dunlap,MOVIE,153463.0,7.7,1
83036,Larry Duran,MOVIE,153463.0,7.7,1
83037,Lois Foraker,MOVIE,153463.0,7.7,1
83038,Eddie Garrett,MOVIE,153463.0,7.7,1
83039,Don Haggerty,MOVIE,153463.0,7.7,1
83040,Scott Hale,MOVIE,153463.0,7.7,1
83041,Kate Harper,MOVIE,153463.0,7.7,1
83042,Bob Harris,MOVIE,153463.0,7.7,1
83043,Laurie Mock,MOVIE,153463.0,7.7,1
83044,Ann Noland,MOVIE,153463.0,7.7,1
83045,Kathleen O'Malley,MOVIE,153463.0,7.7,1
83046,Victor Paul,MOVIE,153463.0,7.7,1
83047,Kristoffer Tabori,MOVIE,153463.0,7.7,1
83050,Robert Kurcz,MOVIE,1936.0,7.0,1
83052,Emily Barclay,MOVIE,82623.0,6.9,1
83054,Adrienne DeFaria,MOVIE,82623.0,6.9,1
83056,Gareth Young,MOVIE,82623.0,6.9,1
83079,Richard Collier,MOVIE,80945.0,6.7,1
83092,Michael Potts,MOVIE,50275.0,6.9,2
83098,Carrie Lazar,MOVIE,37913.0,5.8,1
83110,Daniel Adegboyega,MOVIE,184345.0,6.3,2
83132,Stephen Conroy,MOVIE,27790.0,4.8,2
83179,Steve Kmetko,MOVIE,260975.0,6.5,1
83197,Yanna McIntosh,MOVIE,131999.0,7.0,1
83202,Mahesh Jadu,MOVIE,80733.0,5.1,1
83202,Mahesh Jadu,SHOW,71229.0,8.0,1
83218,Song Hye-kyo,SHOW,1803.0,7.6,1
83219,Julian Cheung,MOVIE,1065.0,4.75,2
83220,Ben McKenzie,SHOW,226081.0,7.8,1
83227,Dany Verissimo-Petit,MOVIE,3219.0,3.9,1
83248,Susan Davis,MOVIE,11983.0,5.8,1
83253,Gary Bisig,MOVIE,357.0,6.3,1
83288,Jim Curley,MOVIE,101939.0,7.2,1
83289,Sally Hughes,MOVIE,101939.0,7.2,1
83290,Bob Schott,MOVIE,101939.0,7.2,1
83291,Elsa Raven,MOVIE,101939.0,7.2,1
83292,Arthur Senzy,MOVIE,101939.0,7.2,1
83293,Lawrence Lowe,MOVIE,101939.0,7.2,1
83294,Alan Toy,MOVIE,101939.0,7.2,1
83295,Tyde Kierney,MOVIE,101939.0,7.2,1
83296,Rick Hurst,MOVIE,101939.0,7.2,1
83297,Susan Lee Hoffman,MOVIE,101939.0,7.2,1
83298,Lena Banks,MOVIE,101939.0,7.2,1
83299,Ian Paul Cassidy,MOVIE,101939.0,7.2,1
83302,Andrea Anders,MOVIE,0.0,,1
83314,Norman Santiago,MOVIE,14716.0,4.3,1
83316,Ezequiel Díaz,MOVIE,13446.0,7.4,1
83319,Nelson Mashita,MOVIE,4465.0,5.2,1
83326,Manuel Garcia-Rulfo,MOVIE,207359.0,5.733333333333333,3
83327,Camille Mana,MOVIE,1240.0,5.5,1
83334,Jordi Bosch,MOVIE,39444.0,6.75,2
83356,Alex Trebek,MOVIE,242733.0,7.4,1
83357,Laverne Cox,MOVIE,21350.0,6.75,2
83357,Laverne Cox,SHOW,55386.0,7.3,2
83385,Alicia Jaziz Zapién,SHOW,3052.0,7.2,1
83386,Rocío Verdejo,MOVIE,112.0,4.9,2
83386,Rocío Verdejo,SHOW,8235.0,6.9,1
83400,Kevin McCormick,MOVIE,213442.0,6.25,2
83402,Olivia Oguma,MOVIE,21202.0,6.1,1
83410,Kenneth De Abrew,MOVIE,21501.0,6.2,1
83426,Yuko Miyamura,MOVIE,51938.0,8.0,1
83426,Yuko Miyamura,SHOW,64727.0,8.5,1
83452,Leem Lubany,MOVIE,26193.0,6.5,2
83453,Avery Phillips,MOVIE,11963.0,5.5,1
83454,Jonas Khan,MOVIE,11963.0,5.5,1
83455,Arian Moayed,MOVIE,11963.0,5.5,1
83455,Arian Moayed,SHOW,54105.0,6.8,1
83456,Sameer Ali Khan,MOVIE,11963.0,5.5,1
83457,Beejan Land,MOVIE,11963.0,5.5,1
83458,Husam Chadat,MOVIE,13655.0,6.1,2
83459,Fatim Zahra El Hassani,MOVIE,11963.0,5.5,1
83460,Hassan Bouayad,MOVIE,11963.0,5.5,1
83461,Sebastien Collineau,MOVIE,11963.0,5.5,1
83462,Hamdane Mohamed Habib,MOVIE,11963.0,5.5,1
83463,Azeddine Benamara,MOVIE,11963.0,5.5,1
83464,Mohamed Boussalem,MOVIE,11963.0,5.5,1
83465,Mansour Badri,MOVIE,244211.0,6.1000000000000005,3
83466,Kamel Kenzo,MOVIE,11963.0,5.5,1
83467,Yassir Semlali,MOVIE,11963.0,5.5,1
83468,Mehdi Kachaoui,MOVIE,11963.0,5.5,1
83469,Oussama Kadir,MOVIE,11963.0,5.5,1
83470,Touami Noureddine,MOVIE,11963.0,5.5,1
83471,Mouhcine Malzi,MOVIE,11963.0,5.5,1
83472,Nour El Idrissi,MOVIE,11963.0,5.5,1
83473,Moutamassik Mohamed,MOVIE,11963.0,5.5,1
83474,Hamid Najah,MOVIE,11963.0,5.5,1
83475,Mustapha Makhada,MOVIE,19689.0,5.1,2
83476,Abdellatif Chaouqi,MOVIE,36026.0,5.6,2
83477,Souad Belamlih,MOVIE,11963.0,5.5,1
83478,Benjamin Hicquel,MOVIE,11963.0,5.5,1
83479,J.C. Chandor,MOVIE,250101.0,6.75,2
83496,Rita McDonald Damper,MOVIE,35458.0,6.8,1
83506,Leilah de Meza,MOVIE,8222.0,6.3,1
83538,Amy Ferguson,MOVIE,681286.0,7.8,1
83555,Kirsten Johnson,MOVIE,12780.0,7.4,2
83572,Nikki Hsieh,MOVIE,244.0,5.9,1
83572,Nikki Hsieh,SHOW,968.0,7.4,1
83574,Leon Dai,MOVIE,5628.0,7.3,1
83574,Leon Dai,SHOW,40.0,7.4,1
83583,Sean Boyd,MOVIE,272334.0,6.5,1
83604,Time Winters,MOVIE,59491.0,5.7,1
83612,Byun Hee-bong,MOVIE,116305.0,7.3,1
83638,Drew Langer,MOVIE,3909.0,5.3,1
83664,Tom Payne,MOVIE,34817.0,4.15,2
83670,Jonquil Goode,MOVIE,300.0,5.5,1
83670,Jonquil Goode,SHOW,1130.0,7.7,1
83697,Jim Morrison,MOVIE,2596.0,7.4,1
83698,Sharon Angela,MOVIE,21368.0,5.2,1
83699,Karen Clark,MOVIE,21368.0,5.2,1
83712,Jim Watson,MOVIE,143899.0,6.5,1
83714,Joanna Douglas,MOVIE,155592.0,6.1,2
83715,Ted Atherton,MOVIE,5913.0,4.3,1
83729,Alysia Reiner,SHOW,295591.0,8.1,1
83745,Jarred Rumbold,MOVIE,47049.0,5.8,1
83746,Matthew Price,MOVIE,47049.0,5.8,1
83747,Carl Snell,MOVIE,47049.0,5.8,1
83748,Nadine Bernecker,MOVIE,47049.0,5.8,1
83749,Danielle Cormack,MOVIE,47049.0,5.8,1
83749,Danielle Cormack,SHOW,29578.0,8.0,2
83750,Bruce Phillips,MOVIE,47049.0,5.8,1
83751,Morgan Reese Fairhead,MOVIE,47049.0,5.8,1
83752,Kate Harcourt,MOVIE,47049.0,5.8,1
83753,Liddy Holloway,MOVIE,47049.0,5.8,1
83754,Mia Blake,MOVIE,47049.0,5.8,1
83772,John Hines,MOVIE,300074.0,6.8,1
83787,Galatea Ranzi,SHOW,10990.0,6.8,1
83817,France Perras,MOVIE,16731.0,5.3,1
83839,Bryan Larkin,MOVIE,158674.0,4.800000000000001,2
83853,Yael Grobglas,SHOW,46286.0,7.8,1
83862,Aidan McArdle,MOVIE,44418.0,7.2,1
83866,Hadewych Minis,MOVIE,993.0,5.5,1
83866,Hadewych Minis,SHOW,1544.0,7.4,1
83870,Sara Hjort Ditlevsen,SHOW,8718.0,8.1,1
83871,Misha Collins,MOVIE,180532.0,7.3,1
83871,Misha Collins,SHOW,428639.0,8.5,1
83896,Erin Matthews,MOVIE,27.0,5.4,2
83931,Lukas Miko,SHOW,0.0,,1
83983,Bill Prady,MOVIE,4349.0,7.6,1
83989,Grant Gustin,MOVIE,6417.0,7.1,1
83989,Grant Gustin,SHOW,336888.0,7.6,1
83993,Nyasha Hatendi,MOVIE,37340.0,5.5,1
83994,Tim Preece,MOVIE,0.0,,1
83999,Daphne Alexander,MOVIE,25253.0,5.6,1
84004,Chandler Riggs,MOVIE,0.0,,1
84006,Sonequa Martin-Green,MOVIE,2705.0,4.9,1
84007,Josh McDermitt,MOVIE,35.0,6.6,1
84007,Josh McDermitt,SHOW,945125.0,8.2,1
84009,Angela Trimbur,MOVIE,0.0,,1
84011,Reginald Robinson,MOVIE,16890.0,5.6,1
84012,Ross Marquand,SHOW,945125.0,8.2,1
84013,Dan B. Norris,MOVIE,11180.0,4.1,1
84016,Todd Strauss-Schulson,MOVIE,69241.0,6.2,1
84016,Todd Strauss-Schulson,SHOW,3616.0,8.3,1
84047,Margarita Doyle,MOVIE,530877.0,8.2,1
84050,Earl Cameron,MOVIE,2268288.0,8.8,1
84052,Yusuf Gatewood,SHOW,131574.0,8.3,1
84053,Byron Utley,MOVIE,137549.0,7.8,1
84054,Terry Serpico,MOVIE,463951.0,7.45,2
84065,Osas Ighodaro,MOVIE,1629.0,5.6000000000000005,3
84067,Suzette Gunn,MOVIE,64117.0,6.6,1
84068,Jill Flint,SHOW,12069.0,7.5,1
84076,Dustin Demri-Burns,SHOW,7173.0,6.8,1
84078,Diane Morgan,MOVIE,72621.0,6.466666666666666,3
84078,Diane Morgan,SHOW,124972.0,8.5,1
84089,Roberta Santiago,MOVIE,966.0,5.2,1
84121,Sean Murray,SHOW,141049.0,7.8,1
84147,Stacy Arnell,MOVIE,57399.0,7.5,1
84163,Madison Arnold,MOVIE,300073.0,7.7,1
84169,Jared Abrahamson,SHOW,54566.0,8.0,1
84171,Nigel Vonas,MOVIE,54633.0,6.4,1
84175,Malick Bowens,MOVIE,155193.0,5.65,2
84196,Mason Lucero,MOVIE,207598.0,6.35,2
84267,Adam Faraizl,MOVIE,248.0,7.2,1
84269,Richard Thomas,MOVIE,101975.0,7.1,1
84270,Tim Reid,SHOW,12535.0,6.2,1
84280,Arata Furuta,MOVIE,2780.0,6.5,1
84283,Julie Lemieux,MOVIE,28317.0,6.25,3
84283,Julie Lemieux,SHOW,1104.0,6.933333333333334,3
84284,James Rankin,MOVIE,28295.0,5.7,1
84285,Katie Griffin,MOVIE,28295.0,5.7,1
84285,Katie Griffin,SHOW,987.0,5.6000000000000005,3
84286,Psy,MOVIE,28295.0,5.7,1
84300,Amber Anderson,MOVIE,13098.0,5.7,1
84313,Mikey Kelley,MOVIE,152776.0,6.550000000000001,2
84314,Paula Mattioli,MOVIE,64062.0,6.2,1
84323,Chip Zien,MOVIE,21009.0,5.7,1
84331,Sydelle Noel,SHOW,44751.0,8.0,1
84332,Elle Graham,MOVIE,16610.0,5.5,1
84348,Carter Jenkins,MOVIE,65264.0,5.3,2
84376,Peter Carroll,MOVIE,341099.0,6.65,2
84405,Sushant Singh Rajput,MOVIE,222083.0,6.566666666666666,3
84406,Sachin Parikh,MOVIE,178012.0,8.2,1
84407,Ram Sethi,MOVIE,178012.0,8.2,1
84408,Reema Debnath,MOVIE,178012.0,8.2,1
84409,Rohitash Gaud,MOVIE,189253.0,7.8999999999999995,2
84410,Brijendra Kala,MOVIE,362488.0,7.316666666666666,12
84410,Brijendra Kala,SHOW,0.0,,1
84440,Jeff McCarthy,MOVIE,122321.0,7.1,1
84443,Vann Gravage,MOVIE,59086.0,7.2,1
84444,Emily Lloyd,MOVIE,59086.0,7.2,1
84479,John Ales,SHOW,16927.0,7.5,1
84484,Charles Walker,MOVIE,357.0,6.3,1
84486,Freda Payne,MOVIE,466.0,6.4,1
84489,Simon Merrells,SHOW,19809.0,6.7,1
84492,Jurota Kosugi,MOVIE,216.0,6.7,1
84492,Jurota Kosugi,SHOW,93980.0,8.4,1
84496,Tomoko Kawakami,MOVIE,2570.0,7.2,1
84496,Tomoko Kawakami,SHOW,4936.0,8.0,1
84497,Takehito Koyasu,MOVIE,69074.0,7.875,4
84497,Takehito Koyasu,SHOW,365870.0,7.425,8
84499,Ikuo Nishikawa,MOVIE,6759.0,6.6,1
84507,Rick Zieff,MOVIE,395238.0,5.9,2
84535,Shauna Macdonald,SHOW,579.0,7.2,1
84537,Yvette Cason,MOVIE,1818.0,6.5,1
84587,Cordis Heard,MOVIE,4921.0,6.8,1
84619,Charlie Carver,MOVIE,23414.0,5.4,4
84619,Charlie Carver,SHOW,52731.0,7.2,1
84634,Danielle Macdonald,MOVIE,660068.0,6.4799999999999995,5
84644,István Göz,MOVIE,539864.0,8.0,1
84652,Peggy Lipton,MOVIE,4488.0,7.6,1
84653,Charles Esten,SHOW,43404.0,7.5,1
84690,Robert Glenister,MOVIE,3243.0,5.9,1
84690,Robert Glenister,SHOW,8343.0,6.7,1
84707,Zach Roerig,SHOW,315874.0,7.15,2
84708,Michael Malarkey,SHOW,310776.0,7.7,1
84739,Toks Olagundoye,MOVIE,19140.0,5.5,2
84739,Toks Olagundoye,SHOW,175412.0,9.1,1
84746,Austin Butler,MOVIE,6873.0,5.2,1
84752,Kourtney Kardashian,MOVIE,23474.0,4.3,1
84753,Kris Jenner,MOVIE,4527.0,6.3,1
84814,Rachel Keller,MOVIE,49894.0,6.2,1
84814,Rachel Keller,SHOW,48510.0,7.15,2
84818,Yasmine Al Massri,MOVIE,249.0,6.3,1
84827,Joanne Froggatt,SHOW,197744.0,8.7,1
84828,Robert James-Collier,MOVIE,92788.0,6.3,1
84828,Robert James-Collier,SHOW,242439.0,7.233333333333333,3
84831,Sophie McShera,SHOW,197744.0,8.7,1
84832,Raquel Cassidy,MOVIE,45200.0,7.3,1
84832,Raquel Cassidy,SHOW,200119.0,7.949999999999999,2
84845,Alexia Ioannides,MOVIE,28617.0,6.2,1
84845,Alexia Ioannides,SHOW,45628.0,7.9,1
84857,Wayne Dalglish,MOVIE,252152.0,5.95,2
84899,Chelsea Peretti,MOVIE,5640.0,5.166666666666667,3
84902,Naomi Battrick,MOVIE,30698.0,4.8,1
84903,Stuart Martin,MOVIE,71036.0,6.4,1
84907,Prentice Penny,MOVIE,5414.0,6.4,1
84911,Anna Torv,SHOW,269260.0,8.0,2
84916,Dana DeLorenzo,MOVIE,72023.0,5.300000000000001,2
84916,Dana DeLorenzo,SHOW,70087.0,8.4,1
84917,Jill Marie Jones,SHOW,4482.0,7.2,1
84945,Michael Duggan,MOVIE,5866.0,5.1,1
84957,Tequan Richmond,SHOW,712.0,5.2,1
84963,Luisa Leschin,MOVIE,68790.0,6.8,1
84964,Jim Michaels,MOVIE,75244.0,6.0,1
84965,Antwon Tanner,MOVIE,143670.0,7.3,1
85002,Rahul Kohli,MOVIE,4219.0,5.7,1
85002,Rahul Kohli,SHOW,264824.0,7.6000000000000005,3
85020,Alexander Koch,MOVIE,8113.0,5.5,1
85021,Billie Piper,SHOW,17304.0,6.7,1
85022,Shazad Latif,SHOW,24164.0,8.4,1
85023,Bob Morley,SHOW,242221.0,7.6,1
85024,Lindsey Morgan,MOVIE,29511.0,5.0,2
85024,Lindsey Morgan,SHOW,242221.0,7.6,1
85025,Christopher Larkin,SHOW,7715.0,7.4,1
85027,Anastasia Baranova,SHOW,36059.0,6.6,1
85028,Keith Allan,SHOW,36059.0,6.6,1
85029,Pisay Pao,MOVIE,59491.0,5.7,1
85030,Nat Zang,SHOW,36059.0,6.6,1
85032,Shay Mitchell,MOVIE,0.0,,1
85032,Shay Mitchell,SHOW,3701.0,7.0,1
85033,Quincy Dunn-Baker,MOVIE,49549.0,5.6,1
85045,Trevor Noah,MOVIE,9091.0,7.25,2
85046,Julia Goldani Telles,MOVIE,8078.0,5.5,1
85063,Semi Chellas,MOVIE,0.0,,1
85066,Zach Appelman,MOVIE,21202.0,6.1,1
85070,Jonathan Joss,MOVIE,333378.0,7.6,1
85072,Murray Miller,MOVIE,280121.0,7.1,1
85102,Janie Haddad Tompkins,MOVIE,19140.0,5.5,1
85112,Campbell Cooley,SHOW,21949.0,6.5,1
85124,Sakina Jaffrey,MOVIE,47971.0,6.9,1
85125,Kristin Bauer van Straten,MOVIE,269103.0,6.6,2
85126,Adina Porter,MOVIE,681286.0,7.8,1
85128,Nathan Parsons,MOVIE,1208.0,4.0,1
85128,Nathan Parsons,SHOW,11928.0,6.2,1
85138,Charles Michael Davis,SHOW,131574.0,8.3,1
85139,Riley Voelkel,MOVIE,681286.0,7.8,1
85139,Riley Voelkel,SHOW,131574.0,8.3,1
85141,Michael Che,MOVIE,5903.0,6.2,4
85142,Kyle Mooney,MOVIE,20377.0,6.6,1
85142,Kyle Mooney,SHOW,846.0,7.6,1
85143,Sasheer Zamata,MOVIE,111318.0,6.5,3
85144,Aidy Bryant,MOVIE,0.0,,1
85144,Aidy Bryant,SHOW,4761.0,7.2,1
85154,Celina Sinden,MOVIE,31819.0,6.8,1
85154,Celina Sinden,SHOW,47751.0,7.5,1
85155,Rose Williams,SHOW,47751.0,7.5,1
85160,Nick Gehlfuss,SHOW,24142.0,7.6,1
85161,Colin Donnell,MOVIE,1087.0,5.7,1
85170,Mary Holland,MOVIE,69661.0,5.95,4
85176,Rob McElhenney,MOVIE,64625.0,6.2,1
85179,Connor Jessup,SHOW,72031.0,7.4,1
85181,Peter Eggers,SHOW,8176.0,7.6,1
85185,Toby Leonard Moore,MOVIE,71244.0,6.8,1
85187,Condola Rashad,MOVIE,2287.0,6.0,1
85201,Katie Leclerc,SHOW,463.0,7.5,1
85204,Rebecca Rittenhouse,MOVIE,11401.0,5.6,1
85205,Scott Michael Foster,SHOW,19738.0,7.8,1
85206,India de Beaufort,SHOW,2567.0,7.25,2
85207,Yani Gellman,MOVIE,6555.0,4.9,1
85208,Alexander Dreymon,SHOW,126473.0,8.5,1
85209,Emily Cox,SHOW,126473.0,8.5,1
85214,Rune Temte,MOVIE,20838.0,6.7,1
85216,Joseph Millson,MOVIE,644336.0,8.0,2
85219,Bill D'Elia,MOVIE,3255.0,6.45,2
85224,James Jagger,MOVIE,31819.0,6.8,1
85226,Hakim Callender,MOVIE,63007.0,5.7,1
85239,Shanola Hampton,MOVIE,0.0,,1
85239,Shanola Hampton,SHOW,230243.0,8.6,1
85240,Melanie Chandra,MOVIE,605.0,6.8,1
85247,Shaun Johnston,SHOW,15743.0,8.4,1
85249,Kerry James,MOVIE,3264.0,5.9,1
85252,Peyton Meyer,MOVIE,23474.0,4.3,1
85254,Corey Fogelmanis,MOVIE,24003.0,6.7,1
85257,Michael Harney,SHOW,7651.0,7.8,1
85260,Rhea Seehorn,MOVIE,33842.0,5.449999999999999,2
85260,Rhea Seehorn,SHOW,404920.0,8.8,1
85261,Michael Mando,SHOW,404920.0,8.8,1
85262,Amber Nash,MOVIE,6165.0,5.6,1
85264,Liam McIntyre,MOVIE,21011.0,5.5,2
85280,Jared Turner,SHOW,21949.0,6.5,1
85294,Stephen Lobo,MOVIE,202.0,6.7,1
85296,Erin Richards,SHOW,226081.0,7.8,1
85309,Christopher Misiano,MOVIE,6948.0,6.9,1
85323,Andrés Parra,MOVIE,7586.0,5.9,1
85323,Andrés Parra,SHOW,7451.0,7.85,2
85324,Vicky Hernández,SHOW,4923.0,8.4,1
85325,Nicolas Montero,SHOW,4923.0,8.4,1
85326,Marcela Gallego,SHOW,4923.0,8.4,1
85327,Ernesto Benjumea,SHOW,4923.0,8.4,1
85328,Christian Tappán,MOVIE,597.0,5.8,1
85328,Christian Tappán,SHOW,7451.0,7.85,2
85329,Cecilia Navia,SHOW,4923.0,8.4,1
85330,Germán Quintero,SHOW,5867.0,7.15,2
85331,Mauricio Mejía,SHOW,4923.0,8.4,1
85334,Alix Poisson,MOVIE,2893.0,5.4,1
85336,Pierre Perrier,MOVIE,3994.0,6.2,1
85342,Juliana Didone,MOVIE,1076.0,6.6,1
85343,Bianca Comparato,MOVIE,523.0,6.2,1
85343,Bianca Comparato,SHOW,25077.0,7.3,1
85352,Yoshitsugu Matsuoka,SHOW,153019.0,7.3999999999999995,7
85357,Richard Walters,MOVIE,0.0,,1
85357,Richard Walters,SHOW,3205.0,6.8,1
85359,Ana Golja,SHOW,3205.0,6.8,1
85361,Olivia Scriven,SHOW,3205.0,6.8,1
85362,Lyle O'Donohoe,SHOW,3205.0,6.8,1
