person_id,name,type,total_votes,average_score,total_numbers
230883,Joonas Saartamo,MOVIE,549.0,5.7,1
230885,Andrei Alén,SHOW,3658.0,7.1,1
230940,Marc Crumpton,MOVIE,4308.0,5.7,1
230942,Rachel Breitag,MOVIE,49599.0,5.4,1
230954,Teruko Nakajima,MOVIE,4465.0,5.2,1
230966,Cody Renee Cameron,MOVIE,224272.0,6.199999999999999,2
230968,Joshua D. Eads,MOVIE,264884.0,7.5,1
230970,Summer Rose Ly,MOVIE,61924.0,6.1,1
230971,Ren Wilson,MOVIE,11243.0,6.8,1
230975,Roman Xing,MOVIE,8644.0,5.9,1
230979,Flying Lotus,MOVIE,29773.0,5.4,1
230981,Brent Bonacorso,MOVIE,12740.0,4.7,1
230997,Kristine Froseth,MOVIE,89357.0,6.05,2
230997,Kristine Froseth,SHOW,27693.0,7.0,1
230999,Genevieve Hannelius,MOVIE,1432.0,6.0,1
231000,Alyssa Lynch,MOVIE,44715.0,7.2,1
231001,Roan Curtis,MOVIE,60982.0,6.2,1
231001,Roan Curtis,SHOW,20300.0,7.4,1
231014,Christopher Curry,MOVIE,288960.0,7.3,1
231045,Christopher Atwood,MOVIE,40289.0,4.9,1
231046,Cheo Tapia,MOVIE,1208.0,4.0,1
231050,Fred Padilla,MOVIE,83961.0,7.3,1
231066,Michael Bodie,MOVIE,58407.0,6.3,1
231067,Joshua James,MOVIE,193208.0,7.4,1
231072,Martin Bats Bradford,MOVIE,93722.0,6.066666666666666,3
231075,William Mark McCullough,MOVIE,4093.0,4.2,1
231084,Daniel Padilla,MOVIE,7361.0,6.5125,8
231084,Daniel Padilla,SHOW,107.0,5.6,1
231085,Joshua Garcia,MOVIE,1829.0,7.05,4
231087,Melizza Jimenez,MOVIE,749.0,6.9,1
231097,Taylor Hill,MOVIE,11401.0,5.6,1
231102,Howard Ferguson Jr.,MOVIE,367618.0,6.35,4
231137,Andi Osho,MOVIE,11727.0,5.5,1
231192,Shoko Takada,MOVIE,62.0,7.35,2
231206,Chiaki Horan,MOVIE,1803.0,7.0,1
231221,Akiko Nakagawa,MOVIE,2570.0,7.2,1
231234,Marie Iitoyo,SHOW,1131.0,7.6,1
231245,Kouki Miyata,MOVIE,2151.0,7.2,1
231252,Nina Toussaint-White,SHOW,114446.0,8.1,1
231273,A.J. Tannen,MOVIE,75684.0,5.85,2
231307,Joanne Manchester,MOVIE,928.0,4.8,1
231310,Natasha Beaumont,MOVIE,2268288.0,8.8,1
231315,Himesh Patel,MOVIE,498447.0,7.2,1
231365,Ricky Norwood,MOVIE,5618.0,5.5,2
231367,Maisie Smith,MOVIE,111694.0,6.7,1
231415,Karen Kaia Livers,MOVIE,630.0,5.5,1
231438,Susan McBrien,MOVIE,163878.0,7.2,1
231475,Katie Nehra,MOVIE,55118.0,6.3,1
231476,Jaiden Kaine,MOVIE,55118.0,6.3,1
231477,Kelly Connolly,MOVIE,55118.0,6.3,1
231479,Gigi Johnson,MOVIE,55118.0,6.3,1
231480,Cooper Dodson,MOVIE,55118.0,6.3,1
231481,Marcus M. Mauldin,MOVIE,55118.0,6.3,1
231489,Jacob Neayem,MOVIE,38463.0,6.3,1
231490,Tony Elliott,MOVIE,38463.0,6.3,1
231516,Luca Marinelli,MOVIE,156443.0,6.35,2
231517,Ilenia Pastorelli,MOVIE,2913.0,6.3,1
231529,Ryan Higa,MOVIE,9819.0,6.1,1
231552,Ruth Díaz,MOVIE,20628.0,5.933333333333334,3
231554,Kirti Kulhari,MOVIE,22762.0,5.85,2
231556,Angad Bedi,MOVIE,45792.0,5.75,4
231558,Dhritiman Chatterjee,MOVIE,32128.0,7.7,2
231561,Alain Moussi,MOVIE,8502.0,2.9,1
231568,Daniel Eghan,MOVIE,23803.0,5.533333333333334,3
231584,Duncan Joiner,MOVIE,122.0,5.2,1
231604,Ashley Thomas,MOVIE,1100.0,5.4,1
231628,Mick Grogan,SHOW,3338.0,7.2,1
231631,Marla Aaron Wapner,MOVIE,807.0,6.0,1
231644,Philip Greene,MOVIE,49599.0,5.4,1
231646,George Kardulias,MOVIE,49599.0,5.4,1
231650,Chrisdine King,MOVIE,64117.0,6.6,1
231666,Taishi Nakagawa,SHOW,966.0,6.8,1
231685,Chris Bylsma,MOVIE,216847.0,7.3,1
231690,Charlotte Ubben,MOVIE,20111.0,6.7,1
231702,Ji Soo,SHOW,2192.0,6.75,2
231704,Leonel Claude,MOVIE,59836.0,7.2,1
231754,James Warren,MOVIE,314049.0,7.8,1
231770,Yugi Sethu,MOVIE,20595.0,8.7,1
231777,Hovik Keuchkerian,MOVIE,3831.0,5.7,2
231777,Hovik Keuchkerian,SHOW,451633.0,8.0,2
231779,Gillian White,MOVIE,0.0,4.3,1
231782,Eoin O'Brien,MOVIE,57689.0,6.2,1
231826,Michał Meyer,MOVIE,6126.0,5.8,1
231830,Bela Padilla,MOVIE,212.0,3.6,1
231831,Kim Molina,MOVIE,256.0,6.2,1
231832,Bret Jackson,MOVIE,799.0,6.7,1
231841,Christopher Meyer,MOVIE,3627.0,5.9,1
231845,Natalie Stephany Aguilar,MOVIE,166288.0,7.2,1
231865,Shivathmika,MOVIE,195.0,5.8,1
231873,Mahmoud al Massad,MOVIE,1330.0,6.6,2
231874,Marco Bonfanti,MOVIE,2485.0,5.8,1
231881,Imogen Waterhouse,MOVIE,264884.0,7.5,1
231884,Maria Zyrianova,MOVIE,264884.0,7.5,1
231885,Chelsea Taylor,MOVIE,264884.0,7.5,1
231886,Nick Hounslow,MOVIE,266511.0,6.35,2
231894,Min Jin-woong,SHOW,5363.0,7.8,2
231898,Dakota Guppy,MOVIE,3524.0,4.5,1
231907,Engin Günaydın,MOVIE,95512.0,7.233333333333333,3
231908,Ezgi Eyüboğlu,MOVIE,3217.0,5.8,1
231912,Marek Kalita,MOVIE,2802.0,6.7,1
232011,Marcus Weiss,MOVIE,247039.0,6.8,1
232014,Arieh Worthalter,MOVIE,56809.0,6.699999999999999,2
232016,Khaled Marei,MOVIE,5824.0,8.0,2
232029,Elin Petersdottir,MOVIE,91043.0,6.5,1
232083,Amber Friendly,MOVIE,16964.0,6.6,1
232097,Kevin G. Quinn,MOVIE,52053.0,5.45,2
232099,Mallory James Mahoney,SHOW,3174.0,5.3,1
232108,Corentin Fila,SHOW,1390.0,6.5,1
232109,Nur Fettahoğlu,MOVIE,4118.0,6.4,1
232110,Meryem Uzerli,MOVIE,4423.0,6.55,2
232114,Özgür Ege Nalci,SHOW,1681.0,7.3,1
232157,Louis Race,MOVIE,7104.0,6.7,1
232173,Adal Ramones,MOVIE,215.0,4.2,1
232174,Mónica Dionne,MOVIE,497.0,6.2,1
232176,Regina Pavón,SHOW,10345.0,7.15,2
232180,Dady Brieva,MOVIE,11495.0,7.5,1
232181,Andrea Frigerio,MOVIE,18216.0,6.3,4
232182,Belén Chavanne,MOVIE,11495.0,7.5,1
232182,Belén Chavanne,SHOW,717.0,7.9,1
232183,Manuel Vicente,MOVIE,11495.0,7.5,1
232184,Marcelo D'Andrea,MOVIE,15407.0,7.1,2
232198,Jamie Ward,MOVIE,38.0,7.9,1
232203,Derek Siow,MOVIE,45972.0,6.0,1
232212,Oulaya Amamra,MOVIE,13985.0,6.85,2
232212,Oulaya Amamra,SHOW,1234.0,5.6,1
232213,Kévin Mischel,MOVIE,10883.0,6.6,2
232214,Déborah Lukumuena,MOVIE,9739.0,7.4,1
232216,Majdouline Idrissi,MOVIE,9739.0,7.4,1
232217,Houda Benyamina,MOVIE,9739.0,7.4,1
232238,Jerod Haynes,MOVIE,4544.0,6.3,1
232242,Todd Alan Crain,MOVIE,20111.0,6.7,1
232243,Stacey Thunder,MOVIE,20111.0,6.7,1
232244,Mansoor Najee-ullah,MOVIE,20111.0,6.7,1
232246,Danny Wolohan,MOVIE,20111.0,6.7,1
232247,J. Oscar Simmons,MOVIE,20111.0,6.7,1
232248,Tommar Wilson,MOVIE,20111.0,6.7,1
232250,Chanel Jenkins,MOVIE,20111.0,6.7,1
232251,Siân Heder,MOVIE,20111.0,6.7,1
232255,Cristina Castaño,SHOW,7371.0,6.5,1
232268,Ariel Kavoussi,MOVIE,6251.0,5.9,1
232269,Onur Tukel,MOVIE,6251.0,5.9,1
232281,Alma Caldare,MOVIE,6704.0,5.3,1
232283,Sam Churchill,MOVIE,5482.0,6.0,1
232285,Andrei Csolsim,MOVIE,35458.0,6.8,1
232306,Patricia Poslușnic,MOVIE,365.0,6.0,1
232321,Massimiliano Rossi,MOVIE,14021.0,6.8,1
232323,Marco Mario De Notaris,MOVIE,4281.0,5.2,1
232368,Pol Monen,MOVIE,24785.0,5.3,5
232370,Antonio Valero,MOVIE,10889.0,6.15,2
232374,John Early,MOVIE,166356.0,6.466666666666666,3
232374,John Early,SHOW,835.0,5.3,1
232376,D'Arcy Carden,MOVIE,32758.0,6.3,2
232376,D'Arcy Carden,SHOW,148562.0,8.2,1
232377,Yumi Iwama,MOVIE,11243.0,6.8,1
232378,Brandon Higa,MOVIE,11243.0,6.8,1
232379,Hilary Ward,MOVIE,11243.0,6.8,1
232380,Kevin Dorff,MOVIE,35246.0,6.75,2
232381,Aaron David,MOVIE,11243.0,6.8,1
232382,Adrian Lorenzo Puente,MOVIE,11243.0,6.8,1
232383,Evan Pinsonnault,MOVIE,11243.0,6.8,1
232384,Carolyn Wilson,MOVIE,11243.0,6.8,1
232385,Suzanne Mayes,MOVIE,11243.0,6.8,1
232386,Mary Sohn,MOVIE,42436.0,6.449999999999999,2
232387,Heidi Appe,MOVIE,11243.0,6.8,1
232388,Isaac Alisma,MOVIE,11243.0,6.8,1
232389,Chinedu Oji,MOVIE,11243.0,6.8,1
232390,Reggie Ridgway,MOVIE,11243.0,6.8,1
232391,Kye Haymon,MOVIE,11243.0,6.8,1
232392,Carmen Lezeth Suarez,MOVIE,11243.0,6.8,1
232393,Chris Kelly,MOVIE,11243.0,6.8,1
232411,Jim Moriarty,MOVIE,474.0,6.9,1
232464,Sandy Sidhu,MOVIE,202.0,6.7,1
232465,Brittany-Ellen Willacy,MOVIE,11329.0,5.8,1
232477,Kanon Tani,MOVIE,2189.0,6.8,1
232478,Ryo Narita,MOVIE,2632.0,5.5,1
232480,Bonni Cohen,MOVIE,17130.0,7.4,2
232483,Sara Dosa,MOVIE,1463.0,7.1,1
232522,Eden Marryshow,MOVIE,20111.0,6.7,1
232522,Eden Marryshow,SHOW,2886.0,7.5,1
232523,Anthony Ramos,SHOW,4624.0,6.8,1
232525,Kyanna Simone Simpson,MOVIE,83973.0,6.0,1
232525,Kyanna Simone Simpson,SHOW,8380.0,6.4,1
232529,Frank Holley,MOVIE,13553.0,6.7,1
232559,Clive Oppenheimer,MOVIE,8512.0,7.2,1
232569,Christopher McMullen,MOVIE,35458.0,6.8,1
232590,Andrei Nova,MOVIE,4281.0,5.2,1
232595,Adam Lazarus,MOVIE,22594.0,6.0,1
232597,Ashley Hudson,MOVIE,35458.0,6.8,1
232606,Nancy Cejari,MOVIE,1057.0,5.4,1
232611,Charlie Hudson III,MOVIE,3173.0,6.2,1
232656,Taji Coleman,MOVIE,5596.0,5.4,1
232677,Igor Gotesman,SHOW,3907.0,7.4,1
232678,Margot Bancilhon,SHOW,0.0,,1
232681,Louise Coldefy,SHOW,3921.0,7.65,2
232683,Kasper Collin,MOVIE,1785.0,7.3,1
232684,Ayta Sözeri,MOVIE,23297.0,7.7,1
232687,Ecem Uzun,MOVIE,2374.0,6.5,1
232687,Ecem Uzun,SHOW,3861.0,6.1,1
232690,Serayah,MOVIE,2828.0,6.0,1
232706,Tatyana Akman,MOVIE,336.0,3.7,1
232708,Richard Kyle,MOVIE,336.0,3.7,1
232710,Nia Dinata,MOVIE,336.0,3.7,1
232711,Lucky Kuswandi,MOVIE,1185.0,7.0,1
232713,Aline Jusria,MOVIE,1185.0,7.0,1
232715,Melissa Karim,MOVIE,2507.0,6.14,5
232754,Patricia Stratigeas,MOVIE,4570.0,5.8,1
232817,Asmara Abigail,MOVIE,970.0,5.15,2
232819,Humberto Carrão,MOVIE,674.0,6.9,1
232827,Yvick Letexier,MOVIE,2592.0,4.6,1
232856,Li Qin,MOVIE,998.0,6.4,1
232892,French Montana,MOVIE,4348.0,5.7,1
232895,Juan Carlos Aduviri,MOVIE,13446.0,7.4,1
232930,Jung Jin-young,MOVIE,3433.0,7.2,1
232930,Jung Jin-young,SHOW,2163.0,7.5,1
232933,Choi Dae-chul,SHOW,8210.0,7.55,2
232934,Tae Hang-ho,MOVIE,5519.0,5.9,1
232934,Tae Hang-ho,SHOW,1461.0,6.933333333333334,3
232935,Oh Eui-sik,SHOW,7075.0,7.733333333333333,3
232936,Park Sun-Hee,MOVIE,7304.0,6.6,1
232937,Ahn Se-ha,SHOW,2131.0,7.1,1
232942,Baek Sang-Hoon,SHOW,0.0,,1
232943,Kim Seong-yoon,SHOW,13012.0,8.1,2
232958,Nilla Elizabeth Watkins,MOVIE,54065.0,6.0,1
232962,Phillip E. Walker,MOVIE,149604.0,7.3,1
232970,Frederick Keeve,MOVIE,444742.0,6.933333333333334,3
232982,Kento Nakajima,MOVIE,350.0,6.2,1
233013,Guy Sparks,MOVIE,11311.0,6.7,1
233082,Tommy Wiseau,MOVIE,149604.0,7.3,1
233091,Trey Tucker,MOVIE,39944.0,5.55,2
233099,Nína Dögg Filippusdóttir,MOVIE,91043.0,6.5,1
233099,Nína Dögg Filippusdóttir,SHOW,15726.0,7.05,2
233114,Nicholas Galitzine,MOVIE,13708.0,7.0,1
233114,Nicholas Galitzine,SHOW,8380.0,6.4,1
233119,Anabel Kutay,MOVIE,36500.0,5.6,1
233135,Sílvia Pérez Cruz,MOVIE,9816.0,7.5,1
233173,Hannah Steele,MOVIE,193208.0,7.4,1
233180,Zhang Dabao,MOVIE,1727.0,6.3,1
233181,Yin Zheng,MOVIE,1727.0,6.3,1
233182,Sunny Kaushal,MOVIE,353.0,6.2,1
233197,Greg Lutz,MOVIE,2287.0,6.0,1
233202,Yasushi Fuchikami,MOVIE,25223.0,6.2,1
233205,Ben Young,MOVIE,51781.0,5.8,1
233221,Álvaro Armand Ugón,MOVIE,9816.0,7.5,1
233223,Paula Cohen,MOVIE,694.0,6.3,1
233241,Gaurav Pandey,MOVIE,12757.0,6.0,1
233266,Maite Alberdi,MOVIE,731.0,7.6,2
233268,Nikhila Vimal,MOVIE,4304.0,7.6,2
233272,Mu Ramaswamy,MOVIE,10126.0,8.45,2
233278,Chrissy Metz,MOVIE,38319.0,5.8,1
233287,Duncan Casey,MOVIE,262998.0,6.2,1
233291,Andromeda Godfrey,MOVIE,8854.0,4.8,1
233305,Aleksandr Ilin,MOVIE,34788.0,5.4,1
233309,Martin Angerbauer,MOVIE,10357.0,6.6,1
233313,Michael Silva,MOVIE,273.0,5.8,1
233314,Christopher Murray,MOVIE,273.0,5.8,1
233317,Aleksandr Lyapin,SHOW,195.0,6.7,1
233328,Aynsley Bubbico,MOVIE,5156.0,4.9,1
233329,Anthony Hill,MOVIE,5156.0,4.9,1
233329,Anthony Hill,SHOW,293618.0,7.6,1
233330,Angela de Silva,MOVIE,5156.0,4.9,1
233331,Dwayne Standridge,MOVIE,5156.0,4.9,1
233332,Stephen Anthony Bailey,MOVIE,5156.0,4.9,1
233333,Nathalie Autumn Bennett,MOVIE,5156.0,4.9,1
233334,Dominic Pace,MOVIE,10752.0,5.15,2
233335,David Casiano,MOVIE,5156.0,4.9,1
233336,Windy Marshall,MOVIE,5156.0,4.9,1
233337,Evan O'Brien,MOVIE,5156.0,4.9,1
233338,Justin H. Min,MOVIE,5156.0,4.9,1
233339,Terral Altom,MOVIE,5156.0,4.9,1
233340,Hayden Shinger,MOVIE,5156.0,4.9,1
233341,Chloe Stearns,MOVIE,5156.0,4.9,1
233342,Karole Foreman,MOVIE,98470.0,6.2,2
233343,Matty Castano,MOVIE,5156.0,4.9,1
233344,Eric Watson,MOVIE,5156.0,4.9,1
233345,Skya Chanadet,MOVIE,5156.0,4.9,1
233346,Karl Kwiatkowski,MOVIE,5156.0,4.9,1
233347,Shayla Chanadet,MOVIE,5156.0,4.9,1
233348,Damien Bonnard,MOVIE,636881.0,7.35,2
233350,Christian Bouillette,MOVIE,6710.0,5.3,1
233351,Raphaël Thiéry,MOVIE,2607.0,6.4,1
233352,Bashir Salahuddin,MOVIE,290643.0,7.9,1
233353,Michael Rosen,SHOW,13324.0,5.800000000000001,2
233354,Jennifer Foster,MOVIE,37462.0,5.8,1
233357,AnnaCorey,MOVIE,166288.0,7.2,1
233361,Dean S. Jagger,MOVIE,23651.0,5.2,1
233363,Sameera Eligeti,MOVIE,0.0,,1
233426,Teuku Rifnu Wikana,MOVIE,5731.0,5.8,4
233434,Shunsuke Tada,MOVIE,2445.0,7.7,1
233434,Shunsuke Tada,SHOW,8052.0,8.3,1
233442,Fernando Lebrija,MOVIE,6283.0,5.2,1
233473,Trevor Lerner,MOVIE,16731.0,5.3,1
233478,Jayda Fink,MOVIE,30785.0,5.2,1
233480,Cory Roberts,MOVIE,30785.0,5.2,1
233482,Almayvonne,MOVIE,30785.0,5.2,1
233486,Marc Menchaca,MOVIE,13913.0,5.3,1
233495,Ricky Garcia,MOVIE,9819.0,6.1,1
233511,Catherine Haun,MOVIE,8487.0,4.6,1
233518,Karan Choudhary,MOVIE,21040.0,6.1,1
233547,Erik Griffin,MOVIE,130730.0,5.8,2
233587,Brian Patrick Farrell,MOVIE,9108.0,6.2,1
233622,Himarsha Venkatsamy,MOVIE,7994.0,5.6,1
233634,Thomas Mustin,MOVIE,72460.0,7.0,1
233637,Matthew Ross,MOVIE,21067.0,5.1,2
233663,Shannon Edwards,MOVIE,300074.0,6.8,1
233667,Kim Tae-ri,MOVIE,24659.0,6.5,1
233667,Kim Tae-ri,SHOW,10936.0,8.7,2
233681,Molly Nutley,MOVIE,1672.0,5.6,1
233707,Christian Hillborg,MOVIE,20033.0,5.5,1
233711,Sonny Puzikas,MOVIE,1320.0,5.0,1
233715,Lindsay Lamb,MOVIE,670.0,3.4,1
233719,Anna Elizabeth James,MOVIE,0.0,,1
233733,Jaime M. Callica,MOVIE,14887.0,5.3,1
233792,Badava Gopi,MOVIE,1750.0,8.5,1
233824,Nishigandha Wad,MOVIE,18681.0,7.2,1
233825,Bejoy Nambiar,MOVIE,27095.0,7.25,2
233825,Bejoy Nambiar,SHOW,0.0,,1
233828,Manav Kaul,MOVIE,90371.0,6.75,6
233828,Manav Kaul,SHOW,6.0,8.0,2
233832,Hayden Blane,MOVIE,1000.0,6.8,1
233838,Stewart Skelton,MOVIE,71244.0,6.8,1
233858,Frankie Sims,MOVIE,6540.0,6.1,1
233879,Seong Yu-bin,SHOW,6855.0,8.7,1
233892,Kurta Niké,MOVIE,119020.0,7.3,1
233903,Jason Naylor,MOVIE,392790.0,8.1,1
233944,Elia Monte-Brown,MOVIE,99053.0,6.7,1
233950,Dixie Egerickx,MOVIE,6052.0,7.0,1
233954,Bryan Webster,MOVIE,671.0,6.5,1
233956,Kjersti Tveterås,MOVIE,1408.0,6.6,1
233960,Ida Ursin-Holm,MOVIE,1408.0,6.6,1
233966,Vibeke Idsøe,MOVIE,1408.0,6.6,1
233994,Daniel Muñoz,MOVIE,341.0,5.1,1
233998,Connor Dowds,MOVIE,28051.0,6.6,1
234000,Lisa Haydon,MOVIE,65087.0,5.449999999999999,2
234014,Lilou Fogli,MOVIE,1824.0,5.3,1
234015,Jean-François Gérard,MOVIE,1824.0,5.3,1
234017,Mathieu Bonnefont,MOVIE,1824.0,5.3,1
234018,Edgar Garcia,MOVIE,1824.0,5.3,1
234019,Kathleen Alquist,MOVIE,1824.0,5.3,1
234020,Jay DeYonker,MOVIE,1824.0,5.3,1
234021,Frédéric Anscombre,MOVIE,1824.0,5.3,1
234022,Charlotte Mangel,MOVIE,1824.0,5.3,1
234023,Xavier Dumont,MOVIE,1824.0,5.3,1
234030,Collin Smith,MOVIE,7496.0,6.5,1
234081,Charmaine Sheh,MOVIE,368.0,4.3,1
234137,Martin Swabey,MOVIE,7726.0,4.7,1
234169,J. Mahendran,MOVIE,10012.0,6.199999999999999,2
234190,Staz Nair,SHOW,121939.0,6.2,1
234213,Susan Fordham,MOVIE,23522.0,5.4,2
234214,Atul Sharma,MOVIE,12683.0,5.133333333333333,3
234215,Emma Louise Williams,MOVIE,928.0,4.8,1
234216,Gabriel Freilich,MOVIE,928.0,4.8,1
234217,Paul Kerry,MOVIE,928.0,4.8,1
234218,Tatiana Zarubova,MOVIE,928.0,4.8,1
234219,Roy Thorn,MOVIE,928.0,4.8,1
234220,Faith Tarby,MOVIE,928.0,4.8,1
234221,Stephen McDade,MOVIE,928.0,4.8,1
234222,Mark Margason,MOVIE,928.0,4.8,1
234223,Edith Bukovics,MOVIE,928.0,4.8,1
234224,Ray Burnet,MOVIE,928.0,4.8,1
234225,Raj Awasti,MOVIE,928.0,4.8,1
234226,Gerald Tomkinson,MOVIE,113415.0,5.9,2
234228,Emmanuel Akwafo,MOVIE,928.0,4.8,1
234229,Jon Wennington,MOVIE,928.0,4.8,1
234277,Scott Mantz,MOVIE,4349.0,7.6,1
234289,Shashank Arora,MOVIE,7061.0,5.95,4
234290,Sid Mallya,MOVIE,1884.0,5.5,1
234291,Tanmay Dhanania,MOVIE,1884.0,5.5,1
234292,Anula Navlekar,MOVIE,1884.0,5.5,1
234293,Shataf Figar,MOVIE,194016.0,6.1,3
234294,Vaishwath Shankar,MOVIE,1884.0,5.5,1
234295,Chaitanya Varad,MOVIE,1884.0,5.5,1
234296,Sindhu Sreenivasa Murthy,MOVIE,4300.0,6.75,2
234297,Subhojit Sen,MOVIE,1884.0,5.5,1
234301,R.J. Walker,MOVIE,20836.0,5.4,1
234306,Rahul Bhat,MOVIE,4787.0,5.4,1
234313,Aenne Schwarz,MOVIE,1416.0,6.5,1
234315,Lincoln Melcher,MOVIE,6.0,5.3,1
234332,Luisa-Céline Gaffron,MOVIE,3095.0,6.0,1
234346,Ariel Winograd,MOVIE,782.0,6.2,1
234353,Ram Madhvani,MOVIE,39620.0,7.5,1
234354,Atul Kasbekar,MOVIE,12468.0,6.9,1
234384,Brian Hull,MOVIE,455.0,3.7,2
234386,Ricardo Chacon,MOVIE,49391.0,6.3,1
234391,Mira Thiel,MOVIE,257.0,5.3,1
234395,Ahmet Gülhan,MOVIE,1387.0,8.4,1
234401,Aleks Mikic,SHOW,7831.0,7.4,1
234413,Grace Passô,SHOW,0.0,,1
234435,Syafie Naswip,MOVIE,585.0,7.35,2
234436,Pekin Ibrahim,MOVIE,677.0,5.6,1
234437,Fatin Afeefa,MOVIE,0.0,,1
234463,Matheus Souza,MOVIE,604.0,6.4,1
234479,Priyanka Bose,MOVIE,19554.0,5.900000000000001,3
234480,Jorge Calvo,MOVIE,6699.0,6.3,1
234500,Steffinnie Phrommany,MOVIE,146847.0,7.3,1
234503,Monica Floyd,MOVIE,734.0,3.7,1
234515,Prithvi Pandiarajan,MOVIE,777.0,3.4,1
234532,Paz Bascuñan,MOVIE,43149.0,5.3,1
234535,Alison Mandel,MOVIE,468.0,3.8,1
234544,Thomas Barbusca,MOVIE,8972.0,6.0,1
234545,Alexa Nisenson,MOVIE,8972.0,6.0,1
234553,Beth Goulart,MOVIE,23016.0,2.3,1
234595,Garance Marillier,MOVIE,75742.0,6.2,2
234595,Garance Marillier,SHOW,5488.0,6.35,2
234596,Ella Rumpf,MOVIE,72460.0,7.0,1
234596,Ella Rumpf,SHOW,0.0,,1
234599,Julia Ducournau,MOVIE,72460.0,7.0,1
234615,Grandmaster Flash,SHOW,5772.0,8.4,1
234616,Samuel Larsen,MOVIE,81751.0,5.1,2
234620,Anthony Bolognese,MOVIE,731.0,7.0,1
234642,Drew Seltzer,MOVIE,131564.0,6.2,1
234655,Gregory Wong,SHOW,6.0,5.7,1
234657,Hung Cheuk-lap,MOVIE,2256.0,6.6,1
234659,Carlos Chan,MOVIE,2256.0,6.6,1
234710,Hasmine Killip,MOVIE,498.0,7.3,1
234712,Domingo Cobarrubias,MOVIE,498.0,7.3,1
234713,Paolo Rodriguez,MOVIE,498.0,7.3,1
234714,John Vincent Servilla,MOVIE,498.0,7.3,2
234715,Rian Magtaan,MOVIE,498.0,7.3,1
234716,Myla Monido,MOVIE,498.0,7.3,1
234717,Alora Mae Sasam,MOVIE,810.0,6.866666666666667,3
234717,Alora Mae Sasam,SHOW,107.0,5.6,1
234718,John Bon Andrew Lentejas,MOVIE,498.0,7.3,1
234719,Ruth Alferez,MOVIE,498.0,7.3,1
234720,Eduardo Roy Jr.,MOVIE,681.0,7.25,2
234724,Goyo Jiménez,MOVIE,377.0,2.8,1
234727,Jade Asha,MOVIE,3243.0,5.9,1
234738,Martin Garrix,MOVIE,2126.0,7.1,1
234744,Zeina Mansour,SHOW,433.0,6.6,1
234755,Avi Nash,MOVIE,7116.0,5.9,1
234761,Judith State,MOVIE,3385.0,5.5,1
234777,Cristina Soria,SHOW,3447.0,6.8,1
234784,Thiago Justino,MOVIE,966.0,5.2,1
234790,Elmano Sancho,MOVIE,3032.0,6.6,1
234812,Donnabella Mortel,MOVIE,129199.0,6.4,1
234825,Çağatay Ulusoy,MOVIE,11804.0,6.7,1
234825,Çağatay Ulusoy,SHOW,34396.0,6.5,1
234826,Metin Akdülger,MOVIE,7193.0,6.05,2
234826,Metin Akdülger,SHOW,7810.0,7.9,1
234833,Michael Guarnera,MOVIE,53131.0,5.4,1
234858,Hatice Şendil,MOVIE,1248.0,5.9,1
234892,Kim Hyun-joo,SHOW,22107.0,6.6,1
234893,Tiarnie Coupland,MOVIE,680.0,5.1,1
234898,Rahel Romahn,MOVIE,4959.0,6.9,1
234899,Fayssal Bazzi,SHOW,9218.0,7.5,1
234900,Justin Rosniak,MOVIE,45972.0,6.0,1
234955,David Cardona,MOVIE,240408.0,7.7,1
234966,Sayesha Saigal,MOVIE,0.0,,1
234968,Ali Kazmi,MOVIE,0.0,,1
234971,Portland Helmich,MOVIE,10428.0,5.9,1
234980,Amir el Kacem,MOVIE,7383.0,6.9,1
234980,Amir el Kacem,SHOW,5512.0,6.6,1
234983,Sofian Khammes,MOVIE,10956.0,5.8,2
234999,Roe Hartrampf,MOVIE,30962.0,4.85,2
235001,Kyle Beltran,SHOW,54105.0,6.8,1
235023,Kerem Bürsin,SHOW,3087.0,5.4,1
235048,Ritika Singh,MOVIE,809.0,6.9,1
235055,Rafael Petardi,MOVIE,15038.0,4.3,1
235057,Mavrick Moreno,MOVIE,14944.0,6.5,1
235095,Edgar Allan Guzman,MOVIE,546.0,7.95,2
235096,Neil Coleta,MOVIE,1445.0,6.866666666666667,3
235101,Tag Mendillo,MOVIE,6704.0,5.3,1
235106,Remy Ishak,MOVIE,901.0,5.7,3
235113,Luke Sparke,MOVIE,14122.0,5.6,1
235132,Julien Frison,SHOW,5512.0,6.6,1
235143,Vivian Full,MOVIE,20080.0,4.7,1
235144,Olivia Ryan Stern,MOVIE,940.0,5.8,1
235152,Jonathan Louis,MOVIE,2550.0,6.5,1
235183,Gao Xiaosong,MOVIE,2100.0,5.4,1
235184,Hongming Luo,MOVIE,2100.0,5.4,1
235185,Gary Wang,MOVIE,2100.0,5.4,1
235186,Xiaoxing Yi,MOVIE,9306.0,6.0,2
235187,Sam Strike,SHOW,13103.0,5.8,1
235190,James Bloor,MOVIE,630056.0,7.0,2
235191,Jessica Madsen,MOVIE,95013.0,6.1,1
235197,Evren Duyal,MOVIE,3656.0,5.95,2
235200,Ashley Liao,MOVIE,55139.0,6.15,2
235203,Jane Widdop,MOVIE,973.0,5.5,1
235205,Jacob Melton,MOVIE,973.0,5.5,1
235209,Shaurya Bharadwaj,MOVIE,8826.0,5.3,1
235249,Mehmet Ergen,MOVIE,3620.0,7.3,1
