index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,genre_split,country
1292,ts41289,Flowers,SHOW,2016,TV-14,25,"['drama', 'comedy', 'european']",['GB'],2.0,tt5619658,8.1,5468.0,european,GB
1294,ts38511,Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",['US'],3.0,tt4061080,7.7,41362.0,drama,US
1294,ts38511,Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",['US'],3.0,tt4061080,7.7,41362.0,comedy,US
1294,ts38511,Love,SHOW,2016,TV-MA,32,"['drama', 'comedy', 'romance']",['US'],3.0,tt4061080,7.7,41362.0,romance,US
1297,ts21986,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7.0,tt3906732,7.2,10392.0,scifi,US
1297,ts21986,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7.0,tt3906732,7.2,10392.0,comedy,US
1297,ts21986,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7.0,tt3906732,7.2,10392.0,drama,US
1297,ts21986,Good Witch,SHOW,2015,TV-G,43,"['scifi', 'comedy', 'drama', 'fantasy']",['US'],7.0,tt3906732,7.2,10392.0,fantasy,US
1298,ts41149,The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5.0,tt4998212,7.4,37890.0,comedy,US
1298,ts41149,The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5.0,tt4998212,7.4,37890.0,drama,US
1298,ts41149,The Ranch,SHOW,2016,TV-MA,30,"['comedy', 'drama', 'western']",['US'],5.0,tt4998212,7.4,37890.0,western,US
1299,ts52829,Paranoid,SHOW,2016,,44,"['crime', 'thriller', 'drama', 'european']",['GB'],1.0,tt5839454,6.7,8343.0,crime,GB
1299,ts52829,Paranoid,SHOW,2016,,44,"['crime', 'thriller', 'drama', 'european']",['GB'],1.0,tt5839454,6.7,8343.0,thriller,GB
1299,ts52829,Paranoid,SHOW,2016,,44,"['crime', 'thriller', 'drama', 'european']",['GB'],1.0,tt5839454,6.7,8343.0,drama,GB
1299,ts52829,Paranoid,SHOW,2016,,44,"['crime', 'thriller', 'drama', 'european']",['GB'],1.0,tt5839454,6.7,8343.0,european,GB
1301,ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,30,['comedy'],['US'],2.0,tt4341672,7.4,23674.0,comedy,US
1302,ts41975,Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",['US'],3.0,tt4181172,7.5,35547.0,war,US
1302,ts41975,Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",['US'],3.0,tt4181172,7.5,35547.0,drama,US
1302,ts41975,Shooter,SHOW,2016,TV-14,41,"['war', 'drama', 'action']",['US'],3.0,tt4181172,7.5,35547.0,action,US
1304,ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",['US'],3.0,tt3729898,7.6,7577.0,action,US
1304,ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",['US'],3.0,tt3729898,7.6,7577.0,drama,US
1304,ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,"['action', 'drama', 'crime', 'thriller']",['US'],3.0,tt3729898,7.6,7577.0,crime,US
